FID,Geocodigo,Nome,MoradDPPOCanalizCasaTot,MoradDPPOCanalizTerrTot,MoradDPPOSemCanalizTot,MoradDPPOTotTot,PercMoradDPPOCanalizCasaTot,PercMoradDPPOCanalizTerrTot,PercMoradDPPOSemCanalizTot
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d9a,1400456,Pacaraima - RR,10480,4775,2110,17365,60.35,27.5,12.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d99,1400472,Rorainópolis - RR,29028,2389,1142,32559,89.16,7.34,3.51
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d98,1400506,São João da Baliza - RR,7819,662,210,8691,89.97,7.62,2.42
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d97,1400605,São Luiz - RR,6769,80,278,7127,94.98,1.12,3.9
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d96,1400704,Uiramutã - RR,2726,8219,2750,13695,19.91,60.01,20.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d95,1500107,Abaetetuba - PA,136719,9088,11954,157761,86.66,5.76,7.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d94,1500131,Abel Figueiredo - PA,5639,449,37,6125,92.07,7.33,0.6
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d93,1500206,Acará - PA,44662,6353,7868,58883,75.85,10.79,13.36
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d92,1500305,Afuá - PA,13844,4010,19804,37658,36.76,10.65,52.59
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d91,1500347,Água Azul do Norte - PA,16765,598,598,17961,93.34,3.33,3.33
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d90,1500404,Alenquer - PA,41373,13153,14724,69250,59.74,18.99,21.26
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d8f,1500503,Almeirim - PA,24670,2379,7124,34173,72.19,6.96,20.85
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d8e,1500602,Altamira - PA,112346,8259,5311,125916,89.22,6.56,4.22
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d8d,1500701,Anajás - PA,16848,1686,9371,27905,60.38,6.04,33.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d8c,1500800,Ananindeua - PA,460468,9395,7518,477381,96.46,1.97,1.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d8b,1500859,Anapu - PA,24653,4912,1983,31548,78.14,15.57,6.29
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d8a,1500909,Augusto Corrêa - PA,33920,5284,5320,44524,76.18,11.87,11.95
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d89,1500958,Aurora do Pará - PA,19098,2227,2347,23672,80.68,9.41,9.91
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d88,1501006,Aveiro - PA,11573,3572,3043,18188,63.63,19.64,16.73
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d87,1501105,Bagre - PA,10201,3679,17835,31715,32.16,11.6,56.24
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d86,1501204,Baião - PA,41225,8630,1252,51107,80.66,16.89,2.45
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d85,1501253,Bannach - PA,3476,479,35,3990,87.12,12.01,0.88
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d84,1501303,Barcarena - PA,112776,6033,7643,126452,89.18,4.77,6.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d83,1501402,Belém - PA,1230449,51589,19330,1301368,94.55,3.96,1.49
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d82,1501451,Belterra - PA,15510,2232,300,18042,85.97,12.37,1.66
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d81,1501501,Benevides - PA,60120,1901,1360,63381,94.85,3,2.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d80,1501576,Bom Jesus do Tocantins - PA,15209,2320,429,17958,84.69,12.92,2.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d7f,1501600,Bonito - PA,11298,902,402,12602,89.65,7.16,3.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d7e,1501709,Bragança - PA,108662,6590,7550,122802,88.49,5.37,6.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d7d,1501725,Brasil Novo - PA,22413,1915,288,24616,91.05,7.78,1.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d7c,1501758,Brejo Grande do Araguaia - PA,5832,702,241,6775,86.08,10.36,3.56
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d7b,1501782,Breu Branco - PA,38691,5204,1735,45630,84.79,11.4,3.8
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d7a,1501808,Breves - PA,55286,21000,30347,106633,51.85,19.69,28.46
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d79,1501907,Bujaru - PA,18628,2703,2993,24324,76.58,11.11,12.3
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d78,1501956,Cachoeira do Piriá - PA,11509,3300,4769,19578,58.79,16.86,24.36
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d77,1502004,Cachoeira do Arari - PA,18031,2576,3337,23944,75.3,10.76,13.94
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d76,1502103,Cametá - PA,108223,5629,20097,133949,80.79,4.2,15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d75,1502152,Canaã dos Carajás - PA,71975,3191,1672,76838,93.67,4.15,2.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d74,1502202,Capanema - PA,65484,2072,2668,70224,93.25,2.95,3.8
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d73,1502301,Capitão Poço - PA,51164,3242,2056,56462,90.62,5.74,3.64
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d72,1502400,Castanhal - PA,181375,7944,2397,191716,94.61,4.14,1.25
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d71,1502509,Chaves - PA,4661,2505,13538,20704,22.51,12.1,65.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d70,1502608,Colares - PA,12033,549,269,12851,93.63,4.27,2.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d6f,1502707,Conceição do Araguaia - PA,41631,2105,798,44534,93.48,4.73,1.79
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d6e,1502756,Concórdia do Pará - PA,22361,2951,1540,26852,83.27,10.99,5.74
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d6d,1502764,Cumaru do Norte - PA,8886,2917,1060,12863,69.08,22.68,8.24
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d6c,1502772,Curionópolis - PA,18083,1385,474,19942,90.68,6.95,2.38
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d6b,1502806,Curralinho - PA,21572,918,11340,33830,63.77,2.71,33.52
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d6a,1502855,Curuá - PA,10181,1849,2075,14105,72.18,13.11,14.71
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d69,1502905,Curuçá - PA,38464,1820,852,41136,93.5,4.42,2.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d68,1502939,Dom Eliseu - PA,47722,9862,796,58380,81.74,16.89,1.36
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d67,1502954,Eldorado do Carajás - PA,23486,3855,776,28117,83.53,13.71,2.76
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d66,1503002,Faro - PA,7261,534,898,8693,83.53,6.14,10.33
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d65,1503044,Floresta do Araguaia - PA,15315,1950,622,17887,85.62,10.9,3.48
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d64,1503077,Garrafão do Norte - PA,19040,3860,1792,24692,77.11,15.63,7.26
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d63,1503093,Goianésia do Pará - PA,19931,3872,2514,26317,75.73,14.71,9.55
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d62,1503101,Gurupá - PA,22118,1860,7709,31687,69.8,5.87,24.33
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d61,1503200,Igarapé-Açu - PA,31916,2309,1375,35600,89.65,6.49,3.86
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d60,1503309,Igarapé-Miri - PA,50370,10362,3974,64706,77.84,16.01,6.14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d5f,1503408,Inhangapi - PA,8807,1019,487,10313,85.4,9.88,4.72
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d5e,1503457,Ipixuna do Pará - PA,24066,3700,2440,30206,79.67,12.25,8.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d5d,1503507,Irituia - PA,26532,3041,1361,30934,85.77,9.83,4.4
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d5c,1503606,Itaituba - PA,111740,7964,2458,122162,91.47,6.52,2.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d5b,1503705,Itupiranga - PA,37592,9302,2743,49637,75.73,18.74,5.53
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d5a,1503754,Jacareacanga - PA,14187,4680,4978,23845,59.5,19.63,20.88
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d59,1503804,Jacundá - PA,32645,3901,1118,37664,86.67,10.36,2.97
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d58,1503903,Juruti - PA,42359,4404,3972,50735,83.49,8.68,7.83
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d57,1504000,Limoeiro do Ajuru - PA,20506,3195,5824,29525,69.45,10.82,19.73
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d56,1504059,Mãe do Rio - PA,32162,1310,816,34288,93.8,3.82,2.38
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d55,1504109,Magalhães Barata - PA,7768,180,127,8075,96.2,2.23,1.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d54,1504208,Marabá - PA,243449,16023,6145,265617,91.65,6.03,2.31
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d53,1504307,Maracanã - PA,21925,2862,1069,25856,84.8,11.07,4.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d52,1504406,Marapanim - PA,23635,1534,1327,26496,89.2,5.79,5.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d51,1504422,Marituba - PA,104584,2926,3083,110593,94.57,2.65,2.79
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d50,1504455,Medicilândia - PA,23476,3195,356,27027,86.86,11.82,1.32
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d4f,1504505,Melgaço - PA,12080,1527,14107,27714,43.59,5.51,50.9
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d4e,1504604,Mocajuba - PA,23830,1553,1737,27120,87.87,5.73,6.4
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d4d,1504703,Moju - PA,67261,8262,8367,83890,80.18,9.85,9.97
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d4c,1504752,Mojuí dos Campos - PA,20747,2117,618,23482,88.35,9.02,2.63
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d4b,1504802,Monte Alegre - PA,46808,8307,4831,59946,78.08,13.86,8.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d4a,1504901,Muaná - PA,28490,7710,8981,45181,63.06,17.06,19.88
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d49,1504950,Nova Esperança do Piriá - PA,13074,3356,4007,20437,63.97,16.42,19.61
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d48,1504976,Nova Ipixuna - PA,11070,1732,1101,13903,79.62,12.46,7.92
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d47,1505007,Nova Timboteua - PA,12091,434,247,12772,94.67,3.4,1.93
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d46,1505031,Novo Progresso - PA,32453,701,320,33474,96.95,2.09,0.96
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d45,1505064,Novo Repartimento - PA,48257,9476,2874,60607,79.62,15.64,4.74
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d44,1505106,Óbidos - PA,35991,7629,8333,51953,69.28,14.68,16.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d43,1505205,Oeiras do Pará - PA,21439,3650,8605,33694,63.63,10.83,25.54
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d42,1505304,Oriximiná - PA,49888,7586,10641,68115,73.24,11.14,15.62
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d41,1505403,Ourém - PA,16250,1138,448,17836,91.11,6.38,2.51
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d40,1505437,Ourilândia do Norte - PA,29541,2383,507,32431,91.09,7.35,1.56
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d3f,1505486,Pacajá - PA,32252,6411,2382,41045,78.58,15.62,5.8
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d3e,1505494,Palestina do Pará - PA,4687,1926,271,6884,68.09,27.98,3.94
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d3d,1505502,Paragominas - PA,100450,3038,1560,105048,95.62,2.89,1.49
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d3c,1505536,Parauapebas - PA,249772,10219,7257,267248,93.46,3.82,2.72
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d3b,1505551,Pau D'Arco - PA,5862,686,372,6920,84.71,9.91,5.38
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d3a,1505601,Peixe-Boi - PA,7544,266,470,8280,91.11,3.21,5.68
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d39,1505635,Piçarra - PA,10975,1323,524,12822,85.6,10.32,4.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d38,1505650,Placas - PA,16416,1852,369,18637,88.08,9.94,1.98
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d37,1505700,Ponta de Pedras - PA,12786,5042,7117,24945,51.26,20.21,28.53
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d36,1505809,Portel - PA,31495,3271,27139,61905,50.88,5.28,43.84
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d35,1505908,Porto de Moz - PA,29949,2544,8071,40564,73.83,6.27,19.9
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d34,1506005,Prainha - PA,22958,5215,7254,35427,64.8,14.72,20.48
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d33,1506104,Primavera - PA,9582,794,442,10818,88.57,7.34,4.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d32,1506112,Quatipuru - PA,9973,567,980,11520,86.57,4.92,8.51
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d31,1506138,Redenção - PA,81106,2503,1537,85146,95.26,2.94,1.81
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d30,1506161,Rio Maria - PA,17258,826,286,18370,93.95,4.5,1.56
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d2f,1506187,Rondon do Pará - PA,45102,5707,2075,52884,85.28,10.79,3.92
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d2e,1506195,Rurópolis - PA,30296,4465,864,35625,85.04,12.53,2.43
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d2d,1506203,Salinópolis - PA,41072,1960,1512,44544,92.21,4.4,3.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d2c,1506302,Salvaterra - PA,21382,2067,594,24043,88.93,8.6,2.47
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d2b,1506351,Santa Bárbara do Pará - PA,19415,1283,365,21063,92.18,6.09,1.73
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d2a,1506401,Santa Cruz do Arari - PA,5272,868,1287,7427,70.98,11.69,17.33
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d29,1506500,Santa Izabel do Pará - PA,62999,2217,1269,66485,94.76,3.33,1.91
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d28,1506559,Santa Luzia do Pará - PA,15485,1740,3104,20329,76.17,8.56,15.27
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d27,1506583,Santa Maria das Barreiras - PA,14572,1409,470,16451,88.58,8.56,2.86
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d26,1506609,Santa Maria do Pará - PA,22907,1258,386,24551,93.3,5.12,1.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d25,1506708,Santana do Araguaia - PA,29953,1775,553,32281,92.79,5.5,1.71
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d24,1506807,Santarém - PA,295563,21540,13357,330460,89.44,6.52,4.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d23,1506906,Santarém Novo - PA,5513,428,157,6098,90.41,7.02,2.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d22,1507003,Santo Antônio do Tauá - PA,25421,1697,292,27410,92.74,6.19,1.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d21,1507102,São Caetano de Odivelas - PA,14625,1125,901,16651,87.83,6.76,5.41
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d20,1507151,São Domingos do Araguaia - PA,19085,1505,463,21053,90.65,7.15,2.2
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d1f,1507201,São Domingos do Capim - PA,22973,3116,4496,30585,75.11,10.19,14.7
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d1e,1507300,São Félix do Xingu - PA,51600,9487,4037,65124,79.23,14.57,6.2
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d1d,1507409,São Francisco do Pará - PA,13744,796,342,14882,92.35,5.35,2.3
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d1c,1507458,São Geraldo do Araguaia - PA,22231,1471,451,24153,92.04,6.09,1.87
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d1b,1507466,São João da Ponta - PA,4080,227,119,4426,92.18,5.13,2.69
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d1a,1507474,São João de Pirabas - PA,17490,1764,1416,20670,84.62,8.53,6.85
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d19,1507508,São João do Araguaia - PA,9579,2979,1054,13612,70.37,21.89,7.74
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d18,1507607,São Miguel do Guamá - PA,45245,5017,2591,52853,85.61,9.49,4.9
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d17,1507706,São Sebastião da Boa Vista - PA,14189,4839,6511,25539,55.56,18.95,25.49
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d16,1507755,Sapucaia - PA,5742,45,25,5812,98.8,0.77,0.43
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d15,1507805,Senador José Porfírio - PA,17249,3875,1107,22231,77.59,17.43,4.98
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d14,1507904,Soure - PA,22006,1487,683,24176,91.02,6.15,2.83
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d13,1507953,Tailândia - PA,58380,10293,3691,72364,80.68,14.22,5.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d12,1507961,Terra Alta - PA,9160,965,268,10393,88.14,9.29,2.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d11,1507979,Terra Santa - PA,16456,534,1757,18747,87.78,2.85,9.37
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d10,1508001,Tomé-Açu - PA,60680,3971,2722,67373,90.07,5.89,4.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d0f,1508035,Tracuateua - PA,23057,2930,2592,28579,80.68,10.25,9.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d0e,1508050,Trairão - PA,13652,1284,274,15210,89.76,8.44,1.8
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d0d,1508084,Tucumã - PA,38580,671,233,39484,97.71,1.7,0.59
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d0c,1508100,Tucuruí - PA,82152,5438,3111,90701,90.57,6,3.43
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d0b,1508126,Ulianópolis - PA,33127,4194,541,37862,87.49,11.08,1.43
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d0a,1508159,Uruará - PA,37897,4426,1087,43410,87.3,10.2,2.5
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6d09,1508209,Vigia - PA,47595,2215,969,50779,93.73,4.36,1.91
